no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value
0.26,0.1,0.1,0.29793814432989696,0.25510204081632654,0.5444444444444445,0.10800000000000001,0.1549828178694158,0.20105263157894737,0.2501285347043702,0.2795918367346939
0.1,0.1,0.9,0.6690721649484537,0.47346938775510206,0.9,0.7266666666666667,0.6278350515463917,0.651578947368421,0.5688946015424164,0.37755102040816324
0.9,0.1,0.1,0.3474226804123711,0.30000000000000004,0.2777777777777778,0.804,0.3336769759450172,0.3526315789473684,0.2727506426735219,0.263265306122449
0.58,0.1,0.1,0.7350515463917525,0.6653061224489796,0.18888888888888888,0.22533333333333336,0.7268041237113402,0.6557894736842106,0.46812339331619535,0.3122448979591837
0.9,0.1,0.9,0.5453608247422681,0.5122448979591837,0.3666666666666667,0.864,0.25120274914089347,0.5,0.49280205655527,0.5244897959183674
0.58,0.9,0.9,0.2649484536082474,0.20204081632653062,0.1,0.3746666666666667,0.14398625429553266,0.17157894736842105,0.21311053984575837,0.2523809523809524
0.42000000000000004,0.1,0.9,0.5865979381443299,0.5489795918367347,0.4555555555555556,0.6773333333333333,0.43264604810996565,0.508421052631579,0.4475578406169666,0.40476190476190477
0.7400000000000001,0.9,0.9,0.44639175257731967,0.4285714285714286,0.2777777777777778,0.384,0.24845360824742269,0.4157894736842106,0.3632390745501285,0.4102040816326531
0.9,0.1,0.9,0.5618556701030928,0.3795918367346939,0.6333333333333333,0.2573333333333333,0.20721649484536084,0.5378947368421053,0.40437017994858615,0.47006802721088436
0.1,0.9,0.1,0.7680412371134021,0.7346938775510204,0.8111111111111111,0.44400000000000006,0.46563573883161513,0.22210526315789475,0.626478149100257,0.44285714285714284
0.9,0.9,0.9,0.6690721649484537,0.4102040816326531,0.18888888888888888,0.33199999999999996,0.3089347079037801,0.4789473684210527,0.5544987146529563,0.6115646258503402
0.26,0.9,0.1,0.2154639175257732,0.18571428571428572,0.6333333333333333,0.5973333333333334,0.15223367697594503,0.2136842105263158,0.16992287917737792,0.1707482993197279
0.42000000000000004,0.1,0.9,0.5453608247422681,0.4346938775510204,0.6333333333333333,0.8413333333333334,0.11099656357388317,0.5294736842105263,0.39614395886889464,0.38299319727891157
0.42000000000000004,0.9,0.1,0.5371134020618556,0.4816326530612245,0.18888888888888888,0.496,0.1302405498281787,0.26842105263157895,0.47840616966580984,0.3884353741496599
0.26,0.1,0.9,0.24020618556701032,0.18979591836734694,0.1,0.86,0.22920962199312717,0.1968421052631579,0.17403598971722367,0.2251700680272109
0.26,0.9,0.1,0.8422680412371134,0.7000000000000001,0.4555555555555556,0.5093333333333334,0.5893470790378007,0.596842105263158,0.8280205655526992,0.753061224489796
0.7400000000000001,0.1,0.9,0.2896907216494845,0.21836734693877552,0.9,0.3373333333333334,0.26219931271477664,0.1336842105263158,0.2892030848329049,0.27414965986394557
0.7400000000000001,0.1,0.1,0.3061855670103093,0.23673469387755103,0.18888888888888888,0.168,0.1302405498281787,0.1968421052631579,0.2645244215938304,0.2469387755102041
0.9,0.9,0.1,0.3969072164948454,0.37755102040816324,0.5444444444444445,0.41200000000000003,0.22920962199312717,0.22210526315789475,0.2624678663239075,0.2523809523809524
0.7400000000000001,0.9,0.9,0.8917525773195877,0.6448979591836734,0.1,0.22666666666666668,0.6140893470790378,0.22631578947368422,0.5668380462724936,0.627891156462585
0.42000000000000004,0.1,0.1,0.8752577319587629,0.7306122448979592,0.5444444444444445,0.4706666666666667,0.37216494845360826,0.19263157894736843,0.6388174807197944,0.8346938775510204
0.7400000000000001,0.9,0.1,0.19896907216494847,0.15714285714285714,0.6333333333333333,0.4666666666666667,0.18247422680412373,0.18842105263157896,0.19460154241645244,0.1761904761904762
0.58,0.1,0.9,0.7680412371134021,0.7346938775510204,0.2777777777777778,0.5986666666666667,0.12749140893470792,0.16736842105263158,0.4475578406169666,0.4319727891156463
0.9,0.9,0.9,0.8175257731958764,0.6816326530612244,0.2777777777777778,0.7293333333333333,0.4738831615120275,0.3315789473684211,0.5133676092544988,0.5571428571428572
0.42000000000000004,0.9,0.9,0.520618556701031,0.31836734693877555,0.6333333333333333,0.224,0.2869415807560137,0.20105263157894737,0.5154241645244216,0.38299319727891157
0.42000000000000004,0.9,0.1,0.35567010309278346,0.3346938775510204,0.18888888888888888,0.224,0.256701030927835,0.25578947368421057,0.23367609254498717,0.2414965986394558
0.26,0.9,0.1,0.29793814432989696,0.24081632653061225,0.3666666666666667,0.16533333333333333,0.26219931271477664,0.15894736842105264,0.28714652956298203,0.263265306122449
0.42000000000000004,0.1,0.9,0.37216494845360826,0.3387755102040817,0.6333333333333333,0.33466666666666667,0.1302405498281787,0.3863157894736843,0.3488431876606684,0.2578231292517007
0.1,0.9,0.9,0.14948453608247425,0.13877551020408163,0.9,0.7426666666666667,0.1357388316151203,0.1336842105263158,0.151413881748072,0.1326530612244898
0.9,0.1,0.9,0.6278350515463917,0.42040816326530617,0.5444444444444445,0.7813333333333333,0.46013745704467357,0.31052631578947365,0.39614395886889464,0.372108843537415
0.26,0.1,0.9,0.8092783505154639,0.6775510204081633,0.3666666666666667,0.5413333333333333,0.40240549828178696,0.6557894736842106,0.6079691516709511,0.5190476190476191
0.9,0.1,0.9,0.28144329896907216,0.22653061224489798,0.9,0.384,0.2759450171821306,0.18842105263157896,0.20077120822622108,0.2414965986394558
0.42000000000000004,0.9,0.9,0.4298969072164949,0.41428571428571426,0.1,0.14266666666666666,0.29243986254295534,0.12947368421052632,0.36735218508997436,0.263265306122449
0.26,0.9,0.9,0.23195876288659795,0.17551020408163265,0.7222222222222222,0.696,0.11924398625429554,0.10842105263157895,0.1884318766066838,0.1489795918367347
0.58,0.1,0.9,0.7762886597938145,0.5122448979591837,0.5444444444444445,0.7613333333333333,0.729553264604811,0.5421052631578948,0.4557840616966581,0.7095238095238096
0.9,0.1,0.9,0.9,0.7734693877551021,0.2777777777777778,0.18533333333333335,0.2457044673539519,0.8873684210526316,0.6655526992287918,0.5517006802721088
0.7400000000000001,0.9,0.9,0.7103092783505155,0.42448979591836733,0.9,0.576,0.15223367697594503,0.4915789473684211,0.6799485861182519,0.39931972789115655
0.9,0.9,0.1,0.3639175257731959,0.36122448979591837,0.9,0.40266666666666673,0.12474226804123711,0.2894736842105263,0.270694087403599,0.31768707482993197
0.9,0.1,0.1,0.38865979381443305,0.3326530612244898,0.18888888888888888,0.2506666666666667,0.3309278350515464,0.3315789473684211,0.34061696658097684,0.2469387755102041
0.1,0.1,0.1,0.7020618556701032,0.4653061224489796,0.2777777777777778,0.7426666666666667,0.3034364261168385,0.6052631578947368,0.5010282776349614,0.3231292517006803
0.7400000000000001,0.1,0.9,0.4298969072164949,0.2795918367346939,0.1,0.9,0.28419243986254294,0.3231578947368421,0.3179948586118252,0.42108843537414964
0.26,0.1,0.9,0.5123711340206185,0.4877551020408163,0.3666666666666667,0.3413333333333334,0.49312714776632305,0.5,0.4804627249357326,0.32857142857142857
0.26,0.9,0.9,0.1,0.10408163265306122,0.9,0.6506666666666667,0.1,0.10842105263157895,0.10411311053984576,0.1054421768707483
0.7400000000000001,0.9,0.9,0.5783505154639176,0.3571428571428572,0.6333333333333333,0.6639999999999999,0.11924398625429554,0.16736842105263158,0.373521850899743,0.3231292517006803
0.9,0.1,0.9,0.6855670103092784,0.5693877551020409,0.2777777777777778,0.5293333333333333,0.2951890034364261,0.588421052631579,0.6367609254498714,0.6714285714285715
0.42000000000000004,0.9,0.9,0.3969072164948454,0.2795918367346939,0.6333333333333333,0.8320000000000001,0.2731958762886598,0.20105263157894737,0.2892030848329049,0.2360544217687075
0.42000000000000004,0.9,0.1,0.5041237113402062,0.43061224489795924,0.5444444444444445,0.8266666666666667,0.43264604810996565,0.4789473684210527,0.3282776349614396,0.4102040816326531
0.58,0.1,0.1,0.7268041237113402,0.45510204081632655,0.2777777777777778,0.23733333333333334,0.44639175257731967,0.25578947368421057,0.6017994858611825,0.64421768707483
0.42000000000000004,0.9,0.9,0.10824742268041238,0.10816326530612246,0.18888888888888888,0.248,0.11649484536082474,0.1,0.11850899742930592,0.1054421768707483
0.58,0.1,0.9,0.4711340206185567,0.4510204081632653,0.3666666666666667,0.48,0.13298969072164948,0.2305263157894737,0.2912596401028278,0.3666666666666667
0.1,0.1,0.1,0.24020618556701032,0.22653061224489798,0.4555555555555556,0.3973333333333333,0.165979381443299,0.14631578947368423,0.22133676092544988,0.1598639455782313
0.58,0.9,0.9,0.22371134020618558,0.19387755102040818,0.7222222222222222,0.488,0.22920962199312717,0.14210526315789473,0.18226221079691518,0.1761904761904762
0.58,0.1,0.9,0.19896907216494847,0.18775510204081633,0.3666666666666667,0.42400000000000004,0.14123711340206185,0.1505263157894737,0.14935732647814912,0.208843537414966
0.1,0.9,0.1,0.31443298969072164,0.20816326530612247,0.3666666666666667,0.8226666666666667,0.1,0.15473684210526317,0.219280205655527,0.2034013605442177
0.26,0.9,0.9,0.4381443298969072,0.4448979591836735,0.18888888888888888,0.45200000000000007,0.38591065292096227,0.3778947368421053,0.33033419023136246,0.2197278911564626
0.1,0.1,0.9,0.23195876288659795,0.16938775510204082,0.1,0.3733333333333334,0.20721649484536084,0.20105263157894737,0.18637532133676094,0.1761904761904762
0.58,0.1,0.1,0.8670103092783505,0.5102040816326531,0.6333333333333333,0.20133333333333336,0.16323024054982818,0.3778947368421053,0.626478149100257,0.5571428571428572
0.9,0.9,0.9,0.7185567010309278,0.5918367346938775,0.3666666666666667,0.30400000000000005,0.13848797250859107,0.4242105263157895,0.5462724935732648,0.64421768707483
0.1,0.9,0.1,0.12474226804123711,0.11836734693877551,0.6333333333333333,0.44133333333333336,0.12474226804123711,0.1,0.1308483290488432,0.1272108843537415
0.58,0.1,0.9,0.3309278350515464,0.2612244897959184,0.7222222222222222,0.6506666666666667,0.2457044673539519,0.3442105263157895,0.32005141388174807,0.2850340136054422
0.26,0.9,0.1,0.6608247422680412,0.5224489795918367,0.9,0.43866666666666665,0.5646048109965637,0.3778947368421053,0.39408740359897176,0.40476190476190477
0.58,0.9,0.1,0.8917525773195877,0.5224489795918367,0.5444444444444445,0.15600000000000003,0.7982817869415808,0.7989473684210527,0.6470437017994859,0.4809523809523809
0.26,0.1,0.1,0.29793814432989696,0.2673469387755102,0.1,0.3546666666666667,0.14673539518900344,0.17578947368421055,0.20282776349614395,0.2414965986394558
0.42000000000000004,0.9,0.1,0.23195876288659795,0.20204081632653062,0.2777777777777778,0.8013333333333333,0.22371134020618558,0.12947368421052632,0.2275064267352185,0.1707482993197279
0.58,0.9,0.1,0.5453608247422681,0.5142857142857143,0.2777777777777778,0.34933333333333333,0.2759450171821306,0.508421052631579,0.5092544987146529,0.3231292517006803
0.42000000000000004,0.9,0.9,0.5288659793814433,0.3163265306122449,0.6333333333333333,0.688,0.1357388316151203,0.3526315789473684,0.5133676092544988,0.40476190476190477
0.58,0.1,0.1,0.7103092783505155,0.48367346938775513,0.6333333333333333,0.7160000000000001,0.506872852233677,0.7315789473684211,0.577120822622108,0.4972789115646259
0.58,0.1,0.1,0.5453608247422681,0.4755102040816327,0.1,0.7253333333333333,0.31993127147766326,0.4452631578947369,0.44961439588688945,0.36122448979591837
0.26,0.9,0.9,0.3639175257731959,0.3448979591836735,0.3666666666666667,0.3973333333333333,0.26769759450171826,0.29789473684210527,0.2645244215938304,0.2414965986394558
0.7400000000000001,0.9,0.1,0.47938144329896903,0.3857142857142858,0.2777777777777778,0.76,0.26219931271477664,0.1,0.32210796915167095,0.2414965986394558
0.26,0.9,0.9,0.29793814432989696,0.20612244897959187,0.6333333333333333,0.7933333333333333,0.17422680412371133,0.20105263157894737,0.28508997429305916,0.208843537414966
